10.4999 -1.04357 0.001
10.4999 -1.04279 0
10.4999 -1.04201 0
10.4999 -1.04123 0
10.4999 -1.04046 0
10.4999 -1.03968 0
10.4999 -1.0389 0
10.4999 -1.03812 0
10.4999 -1.03735 0
10.4999 -1.03657 0
10.4999 -1.03579 0
10.4999 -1.03501 0
10.4999 -1.03424 0
10.4999 -1.03346 0
10.4999 -1.03268 0
10.4999 -1.0319 0
10.4999 -1.03113 0
10.4999 -1.03035 0
10.4999 -1.02957 0
10.4999 -1.02879 0
10.4999 -1.02802 0
10.4999 -1.02724 0
10.4999 -1.02646 0
10.4999 -1.02568 0
10.4999 -1.02491 0
10.4999 -1.02413 0
10.4999 -1.02335 0
10.4999 -1.02257 0
10.4999 -1.0218 0
10.4999 -1.02102 0
10.4999 -1.02024 0
10.4999 -1.01947 0
10.4999 -1.01869 0
10.4999 -1.01791 0
10.4999 -1.01713 0
10.4999 -1.01636 0
10.4999 -1.01558 0
10.4999 -1.0148 0
10.4999 -1.01402 0
10.4999 -1.01325 0
10.4999 -1.01247 0
10.4999 -1.01169 0
10.4999 -1.01091 0
10.4999 -1.01014 0
10.4999 -1.00936 0
10.4999 -1.00858 0
10.4999 -1.0078 0
10.4999 -1.00703 0
10.4999 -1.00625 0
10.4999 -1.00547 0
10.4999 -1.00469 0
10.4999 -1.00392 0
10.4999 -1.00314 0
10.4999 -1.00236 0
10.4999 -1.00158 0
10.4999 -1.00081 0
10.4999 -1.00003 0
10.4999 -0.999252 0
10.4999 -0.998474 0
10.4999 -0.997697 0
10.4999 -0.996919 0
10.4999 -0.996142 0
10.4999 -0.995365 0
10.4999 -0.994587 0
10.4999 -0.99381 0
10.4999 -0.993032 0
10.4999 -0.992255 0
10.4999 -0.991477 0
10.4999 -0.9907 0
10.4999 -0.989923 0
10.4999 -0.989145 0
10.4999 -0.988368 0
10.4999 -0.98759 0
10.4999 -0.986813 0
10.4999 -0.986035 0
10.4999 -0.985258 0
10.4999 -0.98448 0
10.4999 -0.983703 0
10.4999 -0.982926 0
10.4999 -0.982148 0
10.4999 -0.981371 0
10.4999 -0.980593 0
10.4999 -0.979816 0
10.4999 -0.979038 0
10.4999 -0.978261 0
10.4999 -0.977484 0
10.4999 -0.976706 0
10.4999 -0.975929 0
10.4999 -0.975151 0
10.4999 -0.974374 0
10.4999 -0.973596 0
10.4999 -0.972819 0
